x,y
-2.2264967,53.5112693
-2.244203,53.5122944
-2.2434277,53.5123716
-2.2428535,53.5123872
-2.2412635,53.5123875
-2.2386145,53.5122838
-2.2376052,53.5123032
-2.2365566,53.5124368
-2.2356446,53.5126027
-2.2344689,53.5126509
-2.2340507,53.5126293
-2.2336648,53.5126056
-2.2328464,53.5125532
-2.2318912,53.5124625
-2.2304556,53.5125871
-2.2167615,53.5206427
-2.2163002,53.5211779
-2.2606296,53.4784373
-2.2804054,53.4787039
-2.2178871,53.4753761
-2.2137476,53.4751593
-2.2112922,53.4750293
-2.2197376,53.4750703
-2.2180106,53.4768255
-2.2217182,53.4763151
-2.2224185,53.4758706
-2.2223527,53.4756824
-2.2217708,53.478968
-2.2209679,53.4774816
-2.2254341,53.4893639
-2.2247793,53.4897742
-2.2222288,53.4914115
-2.2195174,53.4915234
-2.2250537,53.4933712
-2.2222412,53.4906231
-2.2227224,53.4902601
-2.2216733,53.4928861
-2.2232311,53.4921302
-2.2236044,53.4890393
-2.2231422,53.4892902
-2.2222809,53.4898605
-2.2278403,53.4898084
-2.2220856,53.5023245
-2.222081,53.5025174
-2.2180892,53.499192
-2.2195332,53.4974319
-2.2172754,53.4998653
-2.2166989,53.4998416
-2.216138,53.4983169
-2.2142822,53.4974579
-2.2155124,53.4986817
-2.2129722,53.4990202
-2.2132798,53.4993125
-2.2180694,53.4967591
-2.2191399,53.4972462
-2.2192709,53.4952769
-2.2210836,53.494035
-2.2197153,53.4950917
-2.2146297,53.4976215
-2.218644,53.4945967
-2.2183181,53.4948399
-2.220275,53.4946663
-2.2195025,53.494287
-2.2243643,53.4929298
-2.2236953,53.493685
-2.2231703,53.4941978
-2.2225478,53.4947002
-2.222914,53.4934674
-2.2125237,53.5025791
-2.2131642,53.5023493
-2.2106474,53.5016902
-2.2111946,53.5022387
-2.2087923,53.5007688
-2.2073965,53.4993184
-2.2113143,53.5000068
-2.2118978,53.5005684
-2.2123951,53.5010783
-2.2127054,53.5003199
-2.2099973,53.5003002
-2.2105247,53.5002008
-2.2109452,53.5001345
-2.2098895,53.499338
-2.209189,53.4987374
-2.2099839,53.4997056
-2.21065,53.4982638
-2.2084245,53.4989852
-2.2068101,53.4995085
-2.2072287,53.4999397
-2.2076667,53.5003909
-2.2058469,53.5003438
-2.2066572,53.5007945
-2.2064563,53.5008748
-2.2067653,53.5008901
-2.207594,53.50042
-2.2080356,53.5008441
-2.2096415,53.5000036
-2.2092613,53.5001535
-2.2116283,53.4991486
-2.2099659,53.4954121
-2.2104486,53.4951716
-2.207865,53.4941495
-2.2072717,53.494365
-2.2090122,53.4963242
-2.2082302,53.4945836
-2.204205,53.4909751
-2.2052833,53.4914711
-2.204835,53.4912715
-2.2011325,53.4898952
-2.1905568,53.4910344
-2.1872271,53.4920951
-2.1887207,53.4929199
-2.1908375,53.4946838
-2.1920509,53.4956702
-2.193667,53.4970542
-2.1949504,53.498117
-2.1955108,53.4991964
-2.1875615,53.4933908
-2.18718,53.4935129
-2.1856104,53.4941598
-2.1841133,53.4947831
-2.1821236,53.4956481
-2.1881518,53.4938779
-2.1890039,53.4945851
-2.1892829,53.4944639
-2.1871137,53.4954135
-2.1861831,53.4957947
-2.1853076,53.4961521
-2.1844236,53.4965299
-2.1836129,53.4969003
-2.1877594,53.495951
-2.1862285,53.4946814
-2.1848304,53.4953893
-2.1848807,53.4935804
-2.1814708,53.4950089
-2.1820624,53.4942915
-2.1850834,53.4937502
-2.1883704,53.4937889
-2.1873663,53.4942025
-2.1876414,53.4944383
-2.1859599,53.4956058
-2.1851308,53.4959957
-2.1841008,53.4962701
-2.1896335,53.4951922
-2.1883816,53.4956957
-2.1832281,53.4979427
-2.1827424,53.4981444
-2.1817113,53.4985365
-2.1802935,53.4991121
-2.1784755,53.4997924
-2.1814208,53.4969923
-2.1806569,53.4972777
-2.1799936,53.4975784
-2.183282,53.4966065
-2.1827168,53.4961233
-2.1815279,53.4950826
-2.1802894,53.4937873
-2.1790077,53.49401
-2.1781964,53.4942049
-2.177201,53.4944876
-2.1758304,53.494944
-2.1747548,53.4953193
-2.1786256,53.4946522
-2.1791889,53.4951179
-2.1799476,53.4957516
-2.1824861,53.4969453
-2.1807092,53.4954179
-2.1802778,53.4956032
-2.1760038,53.4967031
-2.1758572,53.4964454
-2.1761817,53.4953014
-2.1799533,53.494782
-2.1802259,53.4946693
-2.1785045,53.4954131
-2.1778447,53.4957051
-2.1755142,53.4968924
-2.1770132,53.4950174
-2.1749318,53.4957226
-2.1773477,53.4952766
-2.1768533,53.4954781
-2.1780677,53.4948947
-2.1787325,53.495603
-2.1814722,53.496079
-2.1802251,53.4936278
-2.1830844,53.4973411
-2.1822593,53.4977186
-2.1813435,53.4979295
-2.1812232,53.4987323
-2.1805067,53.4980507
-2.1796104,53.4972207
-2.1820838,53.4988932
-2.1828872,53.4996648
-2.1816668,53.4995142
-2.1850128,53.4984847
-2.1842776,53.4988071
-2.183488,53.499144
-2.1844407,53.4980718
-2.1831447,53.4986284
-2.1906025,53.4954532
-2.1901774,53.4956319
-2.1897979,53.4957914
-2.1867616,53.4963914
-2.1873029,53.496847
-2.1879558,53.4973965
-2.1882001,53.4976021
-2.1938106,53.4933946
-2.199223,53.4948643
-2.1998156,53.4950236
-2.2000815,53.4952259
-2.2019504,53.497118
-2.2042586,53.5003406
-2.203344,53.4981813
-2.2013566,53.4964894
-2.2009539,53.4989767
-2.199419,53.4951888
-2.1974183,53.4959632
-2.1799119,53.4866107
-2.1812412,53.4863273
-2.1827588,53.4860062
-2.1828958,53.4862455
-2.1823567,53.4853133
-2.1808078,53.4856316
-2.1795365,53.4858929
-2.1785961,53.4861288
-2.1752876,53.4855875
-2.177054,53.4854304
-2.1746839,53.4856241
-2.1748568,53.4859099
-2.1742895,53.4847662
-2.1782393,53.4877074
-2.1771502,53.4875165
-2.1760084,53.4873159
-2.1749411,53.4871404
-2.17343,53.486899
-2.1774278,53.4869723
-2.1767236,53.4883932
-2.1757044,53.4879719
-2.174656,53.4877827
-2.1995198,53.5068433
-2.199062,53.5073346
-2.199779,53.5069353
-2.1992898,53.5067617
-2.1983619,53.5080691
-2.1994338,53.5074748
-2.1999838,53.5076871
-2.2005724,53.5079571
-2.2009807,53.5083216
-2.2013971,53.5086647
-2.2019035,53.5090719
-2.2024208,53.5094853
-2.2029111,53.5098719
-2.1979696,53.5085077
-2.197042,53.5082275
-2.1992398,53.5089543
-2.1996425,53.5090954
-2.1998057,53.5091516
-2.2003694,53.5093481
-2.2009669,53.5096603
-2.2015181,53.5099932
-2.2020116,53.5103097
-2.2025687,53.5106379
-2.2035301,53.5117148
-2.2038468,53.5123709
-2.204056,53.5129898
-2.2042416,53.5134829
-2.2042191,53.5137554
-2.2037029,53.5155684
-2.2035493,53.5160994
-2.2034891,53.5162564
-2.2034247,53.5164636
-2.203313,53.516823
-2.2032987,53.516869
-2.2031728,53.5172742
-2.2033779,53.5083553
-2.2031528,53.508992
-2.2014193,53.5073263
-2.2009917,53.5076484
-2.2016356,53.5064564
-2.2022716,53.5066805
-2.2040131,53.5075641
-2.202305,53.5080082
-2.2045624,53.5073905
-2.205292,53.5073293
-2.2019016,53.5083297
-2.1987717,53.5100641
-2.1987386,53.5105746
-2.2040992,53.5092848
-2.2036113,53.5095379
-2.2030723,53.5097967
-2.2011721,53.510744
-2.2006313,53.5110656
-2.2003214,53.5115429
-2.2002022,53.5118567
-2.2000219,53.5124641
-2.1997902,53.5127295
-2.1992838,53.5128469
-2.2048575,53.5096935
-2.2044274,53.5100131
-2.2040204,53.5103241
-2.2050411,53.5107976
-2.2055806,53.5105525
-2.2047728,53.5108551
-2.2040674,53.5109364
-2.203509,53.5109976
-2.207987,53.5101928
-2.207472,53.511035
-2.2073776,53.5112136
-2.2071631,53.5112859
-2.2061271,53.5108058
-2.2093642,53.5093018
-2.2098095,53.5090358
-2.2102333,53.5087777
-2.2102557,53.508767
-2.2109935,53.5083297
-2.2079056,53.5084297
-2.2083672,53.5081287
-2.209851,53.5085146
-2.2094287,53.5082644
-2.2105608,53.5080755
-2.2100052,53.50789
-2.2051546,53.5078397
-2.1984201,53.509627
-2.1984343,53.5101622
-2.1980893,53.5102581
-2.1973643,53.5104457
-2.1959186,53.5108542
-2.1981938,53.5093557
-2.197472,53.5095143
-2.1982176,53.510727
-2.1991324,53.5110531
-2.1997017,53.5114541
-2.2008373,53.5115403
-2.2018587,53.5113004
-2.202245,53.5112289
-2.2008288,53.5105297
-2.1995928,53.5117802
-2.199413,53.5130641
-2.1996619,53.5138873
-2.2009365,53.5137685
-2.200272,53.513831
-2.1990177,53.5135206
-2.1989598,53.5139236
-2.2123315,53.5137271
-2.2117411,53.5136742
-2.2108159,53.5136255
-2.2088945,53.5134868
-2.208486,53.5134522
-2.2079121,53.5134095
-2.2069862,53.5133254
-2.2062978,53.5132725
-2.2035303,53.51365
-2.2028629,53.5138115
-2.20237,53.5138497
-2.2016482,53.5137554
-2.2000397,53.5138528
-2.1985009,53.5139318
-2.1975022,53.513941
-2.1964064,53.51393
-2.1956421,53.5138931
-2.1949406,53.5138485
-2.1946937,53.5138396
-2.1942041,53.51385
-2.1938582,53.513895
-2.1934827,53.5139935
-2.1933149,53.5140529
-2.192834,53.5142888
-2.1924567,53.5145181
-2.1921135,53.5147993
-2.1920577,53.5148509
-2.1916194,53.5151906
-2.1903329,53.5160797
-2.1890835,53.5166567
-2.1871388,53.5175881
-2.1857741,53.518175
-2.1850137,53.5187844
-2.1842904,53.5188508
-2.1822465,53.5195644
-2.1818154,53.5197791
-2.1818773,53.5202979
-2.1820747,53.5208286
-2.1821766,53.5212909
-2.1822376,53.5218822
-2.1825037,53.5226402
-2.181021,53.5232863
-2.1798478,53.5237642
-2.1784739,53.5241887
-2.1775728,53.5246893
-2.2013455,53.5128942
-2.2009146,53.5117802
-2.1981423,53.5114127
-2.195275,53.5104231
-2.1936181,53.509093
-2.1930992,53.5089528
-2.1927669,53.508858
-2.1926049,53.508804
-2.1913182,53.5084246
-2.1906466,53.5082251
-2.1899748,53.5080284
-2.1950952,53.5089639
-2.1949365,53.508918
-2.1943788,53.5087611
-2.1952417,53.5085333
-2.1955548,53.5086493
-2.1942792,53.50826
-2.1937664,53.5081144
-2.1933095,53.5079879
-2.1919579,53.5076279
-2.1912872,53.5074385
-2.1906264,53.5072472
-2.1899519,53.5070545
-2.1893201,53.5068974
-2.1889011,53.5067874
-2.1914194,53.5093373
-2.190809,53.509008
-2.1902527,53.5086932
-2.1896793,53.5083961
-2.1886482,53.5084716
-2.1886015,53.5077956
-2.188251,53.5082002
-2.187731,53.5075385
-2.1866411,53.5075564
-2.1871883,53.5079967
-2.1898768,53.5093047
-2.192507,53.5101331
-2.1930838,53.5101641
-2.1943599,53.5101493
-2.1961854,53.5112458
-2.19638,53.5116882
-2.1966111,53.5122553
-2.196638,53.5123865
-2.1965597,53.5131845
-2.1961919,53.5141902
-2.1958217,53.5126161
-2.1956656,53.5124057
-2.1949051,53.5126093
-2.1941378,53.5128304
-2.1929031,53.5132284
-2.1938058,53.5124083
-2.1934704,53.5120007
-2.1931554,53.5115569
-2.1950792,53.5120435
-2.1947435,53.5116423
-2.191917,53.5125495
-2.195134,53.5110062
-2.1943963,53.5112115
-2.1937989,53.5113778
-2.1913677,53.5121734
-2.1907572,53.5124007
-2.1954091,53.5124754
-2.1924259,53.5128979
-2.1918852,53.5131684
-2.1913359,53.5127754
-2.1907609,53.5130781
-2.191825,53.5135396
-2.1924348,53.510868
-2.1931176,53.5108489
-2.1922425,53.5133071
-2.1965372,53.509371
-2.189363,53.5096066
-2.1877224,53.511183
-2.1873104,53.5107236
-2.1863971,53.5087465
-2.1885721,53.5099376
-2.188197,53.5096367
-2.187124,53.5094915
-2.1832764,53.5083553
-2.1966721,53.5148794
-2.1967526,53.5149749
-2.1972468,53.5155655
-2.1973367,53.5156715
-2.1978161,53.5162459
-2.1985603,53.5144076
-2.1985609,53.5148239
-2.198443,53.5155739
-2.2000939,53.514358
-2.1999732,53.5149024
-2.1993832,53.5156253
-2.1980639,53.5144232
-2.1985908,53.5155819
-2.1985544,53.5158155
-2.1954711,53.515333
-2.1942657,53.5148703
-2.1953631,53.5161542
-2.1950658,53.5163911
-2.1948101,53.516618
-2.1937771,53.517427
-2.1930407,53.5178178
-2.1946655,53.514503
-2.1930954,53.515215
-2.1917994,53.5146944
-2.19292,53.5156878
-2.1913574,53.5150381
-2.1938841,53.5162489
-2.1933281,53.5160165
-2.1945631,53.5178659
-2.197124,53.5168513
-2.19684,53.5170996
-2.1961556,53.5177302
-2.1909685,53.5164509
-2.191531,53.5167785
-2.1923398,53.5173156
-2.1933156,53.5167359
-2.1926542,53.5164699
-2.1959192,53.5167461
-2.1963994,53.5158119
-2.196544,53.5162782
-2.2002579,53.5166023
-2.2005754,53.5166487
-2.2013312,53.516759
-2.2065521,53.5177146
-2.2058021,53.5176267
-2.2022832,53.5171631
-2.2003823,53.5170828
-2.2015982,53.5160242
-2.2017922,53.5154922
-2.2019952,53.5149095
-2.2021451,53.5144959
-2.2005534,53.5158961
-2.20076,53.5153374
-2.2001592,53.5158478
-2.2024806,53.5161323
-2.2018672,53.5167052
-2.2022638,53.5167506
-2.2024192,53.5167684
-2.2059699,53.5171747
-2.2046001,53.5156897
-2.203664,53.5156935
-2.2027454,53.5155966
-2.2053002,53.5163137
-2.2062332,53.5164167
-2.2069829,53.5165073
-2.2077782,53.5165541
-2.2083974,53.516613
-2.2090271,53.5166765
-2.2095108,53.5167226
-2.2092419,53.5159831
-2.2085982,53.5159111
-2.2075706,53.5146906
-2.2066302,53.5153553
-2.2066891,53.5149889
-2.2067658,53.5146137
-2.2068773,53.5142023
-2.2055236,53.5156794
-2.205298,53.5152292
-2.2058866,53.5149129
-2.2053845,53.5148664
-2.205979,53.5145382
-2.204852,53.5144184
-2.2060709,53.5141868
-2.2049586,53.5140638
-2.2085725,53.5147796
-2.2112891,53.5152547
-2.2105876,53.515106
-2.2099465,53.5149639
-2.209939,53.5160828
-2.2100337,53.5165187
-2.2107575,53.5165282
-2.2114601,53.5165321
-2.2112759,53.5159242
-2.2119354,53.5142953
-2.2105971,53.5160064
-2.2082774,53.5174034
-2.2135137,53.5159317
-2.2130852,53.5115996
-2.2114749,53.510884
-2.2110037,53.5103487
-2.2134025,53.5111556
-2.2126102,53.5108731
-2.2124194,53.5099251
-2.2119468,53.5105476
-2.2118175,53.5107122
-2.2119351,53.5097841
-2.2104455,53.5090754
-2.211506,53.5079468
-2.2125185,53.5083633
-2.2166847,53.5091083
-2.2185446,53.5096182
-2.2183124,53.5099222
-2.2164584,53.5094169
-2.2180135,53.5103039
-2.2161371,53.5098146
-2.2208272,53.5237473
-2.2203466,53.5242983
-2.2195827,53.5249515
-2.2196857,53.5236299
-2.2193681,53.5236809
-2.2193121,53.5237348
-2.2196857,53.5233697
-2.2194539,53.5233493
-2.2200547,53.5233289
-2.2189351,53.5241109
-2.2202178,53.5262066
-2.2208787,53.5268291
-2.2226086,53.5280993
-2.2198058,53.5240585
-2.2173424,53.5255555
-2.216289,53.526059
-2.21516,53.5268048
-2.2148213,53.5271823
-2.2144506,53.5277503
-2.2143985,53.5280077
-2.214514,53.5284282
-2.2142709,53.529038
-2.2144273,53.5296004
-2.2145479,53.529892
-2.2144242,53.5306709
-2.2143429,53.5308729
-2.2141153,53.5312627
-2.213711,53.5318406
-2.2127269,53.5331014
-2.212428,53.5334812
-2.212363,53.5289333
-2.2132089,53.5268628
-2.2140721,53.5263847
-2.2207217,53.5223417
-2.2207244,53.5223497
-2.2209168,53.5229254
-2.2213151,53.5228879
-2.2219184,53.5228458
-2.2242515,53.5225207
-2.2252256,53.5225935
-2.2246865,53.523541
-2.2248793,53.5238984
-2.2250415,53.5242422
-2.2255639,53.524625
-2.2259795,53.5253039
-2.2258901,53.5263928
-2.2264502,53.5267633
-2.2273667,53.5271289
-2.2275735,53.5272067
-2.2282904,53.5274885
-2.2283464,53.5275179
-2.2291584,53.5278332
-2.2301183,53.5280445
-2.2307919,53.5282504
-2.2318066,53.5286162
-2.2320551,53.5287045
-2.226454,53.5250547
-2.2251798,53.5233124
-2.2250511,53.5229867
-2.2202302,53.5294348
-2.2196256,53.528222
-2.2253162,53.5271862
-2.2243291,53.5273903
-2.2188066,53.5301231
-2.2266895,53.5280077
-2.2275968,53.5283153
-2.2281933,53.5289336
-2.2286206,53.5295157
-2.2302033,53.5287904
-2.2297291,53.5290958
-2.2279553,53.5319929
-2.2284897,53.5325755
-2.2287299,53.5328632
-2.2286482,53.5331287
-2.2296077,53.5284465
-2.2288352,53.5281505
-2.2279891,53.5265854
-2.2287139,53.5252293
-2.2288921,53.5269493
-2.2302698,53.5273604
-2.230524,53.5274459
-2.2328129,53.5280234
-2.2306432,53.5268912
-2.2306908,53.5296173
-2.2300527,53.5305485
-2.2297209,53.5310175
-2.2294704,53.531431
-2.2294546,53.5326885
-2.2297211,53.5326192
-2.2362937,53.5308369
-2.2315731,53.5331732
-2.2313401,53.5336504
-2.2327141,53.5328944
-2.2376243,53.5319616
-2.2358831,53.5322615
-2.2379508,53.5325
-2.2330948,53.5335112
-2.2326314,53.5338997
-2.238264,53.5330328
-2.2386371,53.5336553
-2.2367987,53.5333354
-2.2430214,53.5329244
-2.2417996,53.5329817
-2.2406942,53.5332165
-2.2395469,53.5334614
-2.2363883,53.5341297
-2.2344509,53.5342273
-2.2331769,53.534005
-2.2298658,53.5333653
-2.2283198,53.5330709
-2.2280166,53.5330247
-2.2256091,53.5332982
-2.2239597,53.5336268
-2.2213055,53.5341444
-2.220896,53.5342579
-2.2200078,53.5342674
-2.2190357,53.5341636
-2.2181806,53.5340752
-2.217352,53.5339849
-2.2165128,53.5338992
-2.2156951,53.5338148
-2.2148575,53.5337298
-2.2140444,53.5336472
-2.2120303,53.5334424
-2.2271898,53.5321785
-2.225402,53.5325891
-2.2249042,53.5327842
-2.2267416,53.5317262
-2.2256434,53.5319747
-2.2240802,53.5322115
-2.2230366,53.5329056
-2.220958,53.533594
-2.2183827,53.5334868
-2.2166487,53.5333104
-2.2219416,53.5320363
-2.2210256,53.5320901
-2.2201425,53.5322889
-2.219195,53.5324899
-2.2182013,53.5327229
-2.2164421,53.5327149
-2.2172158,53.5322269
-2.217373,53.5320679
-2.2178217,53.5317027
-2.2191464,53.5307131
-2.2201304,53.5304948
-2.2219337,53.5319735
-2.2215654,53.5329258
-2.2188592,53.5318926
-2.2195137,53.5330341
-2.2335704,53.5274436
-2.2333592,53.5271212
-2.233513,53.5267832
-2.2327748,53.5271913
-2.2360411,53.5298828
-2.2373649,53.5308832
-2.2383023,53.5309361
-2.2386028,53.5310586
-2.2392293,53.5317473
-2.2397443,53.5325891
-2.2407399,53.531232
-2.2405254,53.5303494
-2.2372928,53.529618
-2.2369772,53.5293956
-2.2373211,53.5288374
-2.2380115,53.5293195
-2.216315,53.5293107
-2.2163297,53.5299005
-2.2165958,53.5300076
-2.2156516,53.5309668
-2.2152482,53.5315483
-2.2156625,53.5323223
-2.2157718,53.5307882
-2.2127263,53.5296082
-2.2128717,53.531615
-2.2120206,53.5313997
-2.2104251,53.5323965
-2.213149,53.5312157
-2.212227,53.5310994
-2.2120602,53.5329032
-2.2112232,53.5326438
-2.2096022,53.5321415
-2.211857,53.5319067
-2.209179,53.5327004
-2.2105361,53.5310229
-2.207782,53.531312
-2.2085525,53.530738
-2.2075787,53.5315808
-2.2128335,53.5342008
-2.2134342,53.5346022
-2.2155744,53.5361089
-2.216158,53.5365017
-2.2100271,53.5341635
-2.2114384,53.534714
-2.2126304,53.5350479
-2.2119076,53.5353795
-2.2133189,53.5355028
-2.2145636,53.5347134
-2.213793,53.5346654
-2.2154027,53.5348029
-2.2162201,53.5348907
-2.2181894,53.5354854
-2.2191021,53.5364035
-2.2194883,53.5349255
-2.2189228,53.5351693
-2.2158036,53.5360655
-2.2146515,53.5365739
-2.2158119,53.5374153
-2.215849,53.5385432
-2.2158558,53.5391599
-2.2150079,53.5368792
-2.2143261,53.5368875
-2.2160293,53.535354
-2.2191262,53.5338724
-2.2182694,53.5337909
-2.2180911,53.5343834
-2.2174312,53.5336985
-2.2172508,53.5342961
-2.2217491,53.5357026
-2.2227234,53.5365857
-2.2243114,53.5369044
-2.2247901,53.5368113
-2.2256244,53.5365167
-2.2264329,53.5367948
-2.2254363,53.5361701
-2.2198402,53.5381918
-2.2211877,53.537981
-2.2241295,53.537533
-2.2269522,53.5372877
-2.2282336,53.5380383
-2.229127,53.5377055
-2.2259232,53.539397
-2.2286292,53.5370883
-2.2297794,53.5375576
-2.2276804,53.5367474
-2.2260808,53.5399521
-2.1954505,53.5301889
-2.1958864,53.5302463
-2.1980042,53.5305229
-2.1987592,53.5306103
-2.2000059,53.5307629
-2.201806,53.5309835
-2.2029437,53.5311406
-2.2036912,53.5312434
-2.1977932,53.5310409
-2.196463,53.5309068
-2.1956148,53.5311194
-2.1970424,53.5295916
-2.1994919,53.5295407
-2.2002842,53.5301148
-2.2003138,53.5300001
-2.2001007,53.529563
-2.1988225,53.5294399
-2.199811,53.5295646
-2.2012063,53.5297627
-2.2010915,53.5293637
-2.2011328,53.5290578
-2.2013022,53.5293168
-2.2046653,53.5285485
-2.2023191,53.5290819
-2.1956318,53.5295814
-2.2021484,53.5299197
-2.2033803,53.5318686
-2.2031524,53.5300425
-2.2040342,53.5302027
-2.2042959,53.5302768
-2.2045102,53.530339
-2.2060952,53.5306974
-2.2067196,53.5305834
-2.2071693,53.5302932
-2.2068405,53.5293985
-2.2054635,53.5289311
-2.2037078,53.5279555
-2.202873,53.5275916
-2.202097,53.5270975
-2.2015632,53.5272245
-2.2005829,53.5274765
-2.1998743,53.5281275
-2.2016907,53.5280965
-2.2011889,53.5267462
-2.2006215,53.5269007
-2.2048372,53.5274321
-2.2053962,53.5282084
-2.2115245,53.5262954
-2.2110751,53.5263579
-2.2071801,53.5275383
-2.2062273,53.527842
-2.2055579,53.5281408
-2.2107078,53.5258597
-2.2106861,53.5255443
-2.2092707,53.524969
-2.2086639,53.525058
-2.2078255,53.5258034
-2.2077638,53.5260536
-2.2072101,53.5268363
-2.2117111,53.5252266
-2.2118206,53.5246346
-2.2086167,53.52481
-2.2098702,53.5245184
-2.2064045,53.5265447
-2.2056716,53.5263073
-2.2079097,53.5282895
-2.2086586,53.5278991
-2.2106726,53.5291538
-2.2101555,53.5285625
-2.2097584,53.5282407
-2.2073604,53.5291505
-2.2048713,53.5295893
-2.204405,53.5294428
-2.2056314,53.5298573
-2.2030173,53.5304457
-2.2032974,53.5296098
-2.1947433,53.528176
-2.1954937,53.5275811
-2.1811391,53.5269618
-2.1821777,53.5272883
-2.1830445,53.5275485
-2.1845638,53.5280281
-2.1882716,53.5290842
-2.1811906,53.5251658
-2.178959,53.5253852
-2.1800748,53.524931
-2.180873,53.5247372
-2.1818086,53.5264209
-2.182671,53.5253304
-2.1834394,53.5260638
-2.1839973,53.5264209
-2.1826838,53.5267341
-2.1834869,53.5269918
-2.1833264,53.5271869
-2.1843663,53.5261913
-2.1855079,53.526676
-2.1847175,53.5271755
-2.1840917,53.5281914
-2.1897138,53.5286326
-2.1902827,53.5287436
-2.1924751,53.5284616
-2.1902457,53.5289056
-2.1898857,53.5289185
-2.1895136,53.5278711
-2.1951569,53.5269317
-2.1947979,53.5265037
-2.1926021,53.5278217
-2.1908466,53.5275587
-2.190365,53.5272195
-2.1906921,53.5276454
-2.1928332,53.5279682
-2.193314,53.5279517
-2.1938715,53.5277634
-2.1952068,53.5263495
-2.1959792,53.5260178
-2.196932,53.5255944
-2.1976443,53.5252576
-2.1984254,53.5249821
-2.1998324,53.5238119
-2.1993975,53.5252527
-2.1984168,53.5256964
-2.1974298,53.5262015
-2.1963998,53.5265485
-2.1970522,53.5236067
-2.1957609,53.5235057
-2.1955535,53.5234891
-2.1932114,53.5233155
-2.1924094,53.523263
-2.1915392,53.5231705
-2.1906054,53.5231131
-2.1887437,53.52297
-2.1872831,53.5228618
-2.1882078,53.5234385
-2.1871902,53.5233544
-2.186275,53.5232804
-2.1904497,53.5237475
-2.190435,53.524303
-2.1892294,53.523651
-2.1892054,53.5242569
-2.1937783,53.5246029
-2.1942297,53.5246387
-2.1946757,53.5246762
-2.195625,53.524702
-2.1969466,53.5240412
-2.1925469,53.5245075
-2.1945658,53.5252003
-2.195767,53.5252417
-2.1977612,53.5242015
-2.1982772,53.5242674
-2.1953698,53.5243188
-2.1945582,53.5256885
-2.1938385,53.5257175
-2.1939382,53.5261843
-2.1917134,53.5224104
-2.1920482,53.5218083
-2.1927756,53.5215523
-2.1934998,53.5215986
-2.1941596,53.5225992
-2.1943447,53.5226112
-2.1950366,53.5226483
-2.1958934,53.5229104
-2.1943115,53.5227887
-2.1948919,53.5228469
-2.194511,53.5214359
-2.1938507,53.5211642
-2.1925852,53.5210708
-2.1919683,53.5212143
-2.1942035,53.5207647
-2.1896126,53.5171201
-2.1907069,53.5180568
-2.190933,53.5182501
-2.189854,53.5183364
-2.1891566,53.5186054
-2.1877223,53.5191649
-2.1894867,53.5179772
-2.1887406,53.5176447
-2.1884392,53.5182141
-2.1874538,53.5178163
-2.1873066,53.5179236
-2.1876193,53.5185628
-2.1864154,53.5183818
-2.1865808,53.5199712
-2.1857242,53.5198894
-2.1867786,53.5194933
-2.1861025,53.5194538
-2.1861602,53.5188945
-2.1852934,53.5194333
-2.1845757,53.5194575
-2.1847211,53.5199655
-2.1833278,53.5206805
-2.18442,53.5210821
-2.1815683,53.5193129
-2.1803924,53.5197875
-2.1781093,53.5181239
-2.1769935,53.5177105
-2.177723,53.5187873
-2.1780063,53.5199712
-2.1803644,53.5229142
-2.1790117,53.5229624
-2.1790316,53.523293
-2.1789767,53.5226736
-2.1812534,53.521339
-2.1811527,53.5222477
-2.1807348,53.522152
-2.1790751,53.5217743
-2.1805548,53.5209139
-2.1801917,53.5206802
-2.1756613,53.5237756
-2.1761018,53.5230637
-2.1755199,53.5229302
-2.1749945,53.5228096
-2.1763046,53.5215187
-2.1746589,53.5190629
-2.174542,53.5186632
-2.1761318,53.5178322
-2.1758949,53.5178636
-2.1757204,53.5174252
-2.1764307,53.5168125
-2.1744565,53.5175275
-2.1753057,53.5160107
-2.1754571,53.5156641
-2.1763462,53.514587
-2.1760187,53.5144852
-2.17806,53.5150395
-2.177605,53.5155329
-2.1790864,53.5161036
-2.1777281,53.5162445
-2.1765615,53.5162389
-2.1766791,53.5161287
-2.1742898,53.516695
-2.1810189,53.5137961
-2.1803678,53.5149227
-2.1812941,53.5132337
-2.1817313,53.5121476
-2.1818925,53.5117347
-2.1822822,53.510703
-2.1826154,53.5098354
-2.1812395,53.5116382
-2.1810475,53.5116098
-2.1805837,53.5115413
-2.1792435,53.5113432
-2.180461,53.5130816
-2.1814558,53.5110508
-2.1808135,53.5109403
-2.1800265,53.5108224
-2.1810962,53.5104939
-2.1811048,53.5104224
-2.1810704,53.5105602
-2.1818204,53.5097308
-2.1830617,53.5088605
-2.1823493,53.5090494
-2.1822721,53.5092689
-2.1819417,53.510113
-2.1829244,53.5091515
-2.1824277,53.5122423
-2.1807443,53.5150465
-2.1926134,53.5068168
-2.1919412,53.5066291
-2.1912624,53.5064403
-2.1886144,53.5056981
-2.1879661,53.5059373
-2.1923704,53.506202
-2.1933301,53.5021459
-2.19397,53.5020832
-2.2089795,53.5123133
-2.2087938,53.5126937
-2.2082503,53.5125654
-2.2072215,53.5123226
-2.2032233,53.5131786
-2.1988472,53.5131804
-2.1981336,53.5127769
-2.1974662,53.5122516
-2.197485,53.5131929
-2.1974963,53.513543
-2.1805236,53.5260409
-2.2061502,53.5313443
-2.2073518,53.5311453
-2.2060295,53.5285584
