x,y
-2.1805683,53.4158489
-2.1803254,53.4153375
-2.1803175,53.4148908
-2.1811189,53.4147459
-2.1828245,53.414434
-2.1825082,53.4139528
-2.1812484,53.4139954
-2.1830853,53.4148939
-2.1819873,53.4151231
-2.1820956,53.4153136
-2.1817053,53.4146426
-2.1808649,53.414285
-2.1808073,53.4141602
-2.1797348,53.4155055
-2.1791177,53.4251368
-2.1819858,53.4285296
-2.1883763,53.4251951
-2.1877739,53.4195585
-2.1909776,53.420272
-2.1923773,53.4206426
-2.187939,53.4247309
-2.1934727,53.4199331
-2.1940858,53.4197065
-2.1833291,53.4194369
-2.1796889,53.4185358
-2.1784253,53.4164351
-2.1788653,53.4164119
-2.1800936,53.4172163
-2.1799323,53.4181315
-2.1757393,53.42103
-2.1786768,53.417045
-2.1887893,53.4125114
-2.1776696,53.4097629
-2.1755744,53.4097911
-2.1994456,53.4134463
-2.205111,53.4122826
-2.2070726,53.4115722
-2.2097302,53.4115794
-2.2191773,53.4108966
-2.2132528,53.4208529
-2.2079227,53.4321791
-2.1753808,53.4182353
-2.1949168,53.4182066
-2.1951484,53.4201408
-2.1980618,53.421371
-2.1983999,53.4233231
-2.2005888,53.4243222
-2.2026797,53.4248612
-2.1935158,53.4164246
-2.1920105,53.4162093
-2.1919077,53.416208
-2.1905809,53.4170312
-2.176962,53.4145418
-2.1734598,53.4149248
-2.1780026,53.4143588
-2.1759331,53.4190099
-2.173088,53.4218148
-2.1841636,53.422816
-2.1865491,53.4238679
-2.1889604,53.4257983
-2.1917731,53.4258102
-2.1911161,53.424795
-2.1906615,53.4241266
-2.1894332,53.4238225
-2.1865643,53.4270368
-2.1859582,53.4269382
-2.1853776,53.426782
-2.1838079,53.4257335
-2.1783779,53.4202589
-2.1683138,53.415184
-2.1617829,53.4188889
-2.1605021,53.4181051
-2.1601826,53.4177362
-2.1591123,53.4135874
-2.1666312,53.4102848
-2.1669859,53.4095088
-2.1667699,53.4086246
-2.1897983,53.4150359
-2.1859761,53.4150113
-2.1859877,53.4155574
-2.186006,53.4161069
-2.1864824,53.4161113
-2.336396,53.4405712
-2.3355804,53.4402426
-2.3351726,53.4415197
-2.2053742,53.4423069
-2.2051532,53.442082
-2.2443552,53.4462836
-2.2394251,53.4463917
-2.2395332,53.4484428
-2.2395297,53.4485238
-2.2392713,53.4491247
-2.237201,53.453337
-2.2364451,53.4546477
-2.2193787,53.410857
-2.213474,53.4208765
-2.2035056,53.4425782
-2.2030522,53.442602
-2.2032068,53.4423641
-2.2060656,53.4378444
-2.2058872,53.4378237
-2.2066111,53.4366097
-2.2063686,53.436649
-2.2654201,53.4931564
-2.2822557,53.4801804
-2.2719244,53.4843226
-2.2596593,53.4833969
-2.248548,53.4800254
-2.2455394,53.4795784
-2.2472608,53.480124
-2.2754744,53.4853867
-2.2646334,53.4867574
-2.2646997,53.4859211
-2.2643365,53.4871544
-2.2602902,53.4845231
-2.2597474,53.4846264
-2.2576532,53.4847042
-2.3411702,53.4114904
-2.3397167,53.4126961
-2.3377798,53.4144442
-2.3348348,53.4170451
-2.3327214,53.4188984
-2.3318732,53.4196422
-2.3308003,53.4206053
-2.3265812,53.4244185
-2.3252185,53.4256539
-2.320367,53.4299055
-2.1246352,53.4245879
-2.1247899,53.4244017
-2.1247916,53.4239615
-2.3564189,53.4647583
-2.3567741,53.4638069
-2.3399519,53.4580231
-2.3381513,53.4582202
-2.338235,53.4578977
-2.3395603,53.4575921
-2.3566943,53.4638319
-2.3383547,53.4576733
-2.2978253,53.4300301
-2.3069803,53.4330996
-2.3103879,53.4343513
-2.3153497,53.4363348
-2.3145233,53.437703
-2.3156155,53.4366829
-2.3189806,53.4311522
-2.3173339,53.4328725
-2.3167793,53.4335432
-2.3309668,53.4856836
-2.3302591,53.4856061
-2.3299541,53.4857178
-2.3308884,53.4867385
-2.3310537,53.4866582
-2.1488484,53.4168878
-2.1479153,53.4166928
-2.1474859,53.416285
-2.1476693,53.4158776
-2.1486713,53.4156849
-2.149602,53.4159067
-2.2630649,53.4158421
-2.3223251,53.4387659
-2.3161652,53.4368652
-2.3216289,53.4391009
-2.3146553,53.4379482
-2.3271979,53.4396347
-2.3343492,53.441204
-2.3297228,53.4392444
-2.2382378,53.5395916
-2.2382827,53.5396566
-2.1638961,53.5284757
-2.2074936,53.5335224
-2.1432368,53.5206313
-2.2205253,53.4293917
-2.2196806,53.4403743
-2.2177855,53.4398175
-2.2156587,53.4368052
-2.215428,53.436214
-2.2172673,53.439651
-2.2152709,53.4408462
-2.2167622,53.440992
-2.2182718,53.4411754
-2.2663122,53.4391576
-2.210657,53.4375516
-2.2278788,53.4290116
-2.2099072,53.4331117
-2.2223725,53.4282542
-2.2205408,53.4216624
-2.2296805,53.4257426
-2.2248255,53.421622
-2.2123617,53.4314978
-2.2307139,53.4224306
-2.2181958,53.4304276
-2.2284674,53.4214651
-2.2313977,53.4224594
-2.2169586,53.4265154
-2.2135214,53.437476
-2.2297953,53.422064
-2.2088114,53.4374288
-2.213521,53.4314634
-2.2254502,53.4246818
-2.2124855,53.4377821
-2.2134587,53.4316271
-2.2241143,53.4292222
-2.2194075,53.4300464
-2.2288943,53.4216607
-2.2130794,53.4377916
-2.2216277,53.4287032
-2.2141127,53.4309529
-2.2291596,53.4265097
-2.2092758,53.4340919
-2.2112909,53.4377645
-2.2252824,53.4208637
-2.2082609,53.4367043
-2.2112914,53.4381282
-2.2113939,53.4355736
-2.2287354,53.4309668
-2.2283634,53.4278946
-2.2290145,53.4267507
-2.215634,53.4304074
-2.2079023,53.4374148
-2.2285931,53.4333311
-2.2261574,53.4337175
-2.2169922,53.4305313
-2.2223119,53.4214368
-2.2247843,53.4208799
-2.2226364,53.4219075
-2.2233441,53.4220562
-2.2269954,53.4335404
-2.2279405,53.4297932
-2.2136051,53.4377974
-2.2324281,53.4224958
-2.2212424,53.421581
-2.2112902,53.4375703
-2.2282828,53.4302105
-2.2222487,53.4214471
-2.208521,53.43599
-2.2113225,53.4371277
-2.2264915,53.4226321
-2.2135735,53.4366215
-2.2130993,53.4372858
-2.2286705,53.4315781
-2.2281993,53.428209
-2.2096532,53.4381101
-2.2230747,53.4357681
-2.2215499,53.4355354
-2.2198287,53.4353578
-2.2150362,53.4353101
-2.2138828,53.4355987
-2.2132658,53.4349903
-2.2121676,53.4344964
-2.211546,53.4342562
-2.2091856,53.4328458
-2.2103006,53.43348
-2.2181261,53.4318061
-2.2169459,53.4317166
-2.2192754,53.4319137
-2.2218343,53.4321513
-2.223424,53.4338584
-2.2217489,53.4338014
-2.2203301,53.4337239
-2.2200936,53.4337223
-2.2191363,53.4336923
-2.2187152,53.4336864
-2.2179436,53.4336681
-2.2174913,53.4336609
-2.2157965,53.4336088
-2.2219885,53.4295932
-2.2235065,53.4294046
-2.2195701,53.4289778
-2.2159108,53.4295921
-2.2161318,53.4289737
-2.2139207,53.4286149
-2.2151604,53.4288274
-2.2166007,53.427629
-2.2181431,53.4283016
-2.2144388,53.4271835
-2.2166167,53.4275802
-2.2148209,53.4296569
-2.214509,53.4302015
-2.2134029,53.4299908
-2.2103723,53.4294052
-2.2155297,53.4280129
-2.213105,53.4274759
-2.2126859,53.4284157
-2.211957,53.4266193
-2.2117102,53.4264755
-2.2109249,53.4263397
-2.210627,53.4269467
-2.2153827,53.4311639
-2.2152445,53.4315552
-2.2070234,53.4364829
-2.2147044,53.43436
-2.2127455,53.4353754
-2.2123914,53.4356316
-2.211324,53.4350823
-2.2116824,53.4348283
-2.210938,53.4353487
-2.2103153,53.4357792
-2.2106213,53.435792
-2.2121711,53.4365837
-2.2131234,53.436604
-2.2106159,53.436577
-2.2131863,53.4357265
-2.2215803,53.4277216
-2.2204515,53.4284344
-2.2229835,53.4270026
-2.2224873,53.4266941
-2.2237373,53.4265119
-2.2232572,53.426245
-2.2213746,53.4267212
-2.2203132,53.4265948
-2.2200015,53.4274876
-2.2192712,53.4264613
-2.2206259,53.4257363
-2.2099515,53.4283655
-2.2106104,53.4284725
-2.2102179,53.4277829
-2.2077656,53.42803
-2.2083092,53.427002
-2.2070411,53.4282825
-2.2064322,53.429076
-2.206008,53.4286228
-2.206952,53.4296422
-2.2066574,53.4287391
-2.2067878,53.4283678
-2.208277,53.4289965
-2.2091611,53.4300214
-2.2095329,53.4292287
-2.2075206,53.4307161
-2.2073972,53.4309909
-2.207644,53.4304092
-2.2096288,53.4310548
-2.2081035,53.4322592
-2.207508,53.4320892
-2.2061956,53.4313406
-2.2044468,53.4327724
-2.2044214,53.4306639
-2.2066041,53.4304344
-2.2054489,53.4302492
-2.2105126,53.4315516
-2.2083547,53.4317321
-2.2090763,53.4318602
-2.2087333,53.4308996
-2.2061114,53.4324118
-2.2050634,53.4326752
-2.2037065,53.433602
-2.2032505,53.432737
-2.2030152,53.4327107
-2.2020142,53.4326298
-2.2026445,53.4340065
-2.2016112,53.4341083
-2.2031748,53.4317766
-2.2021866,53.4315145
-2.2006295,53.4325606
-2.2014715,53.4345049
-2.2014424,53.4352484
-2.2002531,53.4352029
-2.2004205,53.4337553
-2.2058077,53.4336911
-2.205823,53.4345049
-2.2054264,53.4344543
-2.2050537,53.4352402
-2.2002216,53.4360684
-2.2036938,53.4361889
-2.2055438,53.4365012
-2.2056322,53.4365218
-2.2034045,53.4370256
-2.2049635,53.4377553
-2.2094786,53.438106
-2.2094527,53.4388372
-2.2106707,53.438848
-2.2094185,53.439605
-2.2103728,53.4396201
-2.2075972,53.4328778
-2.2073023,53.433533
-2.2086847,53.4337258
-2.2076725,53.435412
-2.2078586,53.4380725
-2.2075796,53.4380853
-2.2067027,53.4387942
-2.2084286,53.4395882
-2.2084808,53.43898
-2.2074187,53.439274
-2.2079253,53.4395819
-2.2073885,53.4395691
-2.2062487,53.4402743
-2.2078907,53.4403029
-2.2093889,53.4403159
-2.2142605,53.4403697
-2.214143,53.439871
-2.2140243,53.4394102
-2.2123121,53.4394096
-2.2111876,53.4398573
-2.2111784,53.440337
-2.2139297,53.4390511
-2.2154992,53.4392504
-2.2153382,53.4389199
-2.2191775,53.4382589
-2.2193813,53.4380416
-2.217418,53.4381886
-2.2209156,53.4380091
-2.2228094,53.4369291
-2.2210551,53.4367194
-2.2195959,53.4366414
-2.2185719,53.4352851
-2.2183233,53.4352804
-2.2176218,53.4352604
-2.2172515,53.435252
-2.2182494,53.4361401
-2.217021,53.4366939
-2.2165821,53.4390818
-2.2144032,53.4368807
-2.2143127,53.4365653
-2.2136736,53.4381389
-2.2136306,53.4379246
-2.2160141,53.4377161
-2.2149877,53.4372089
-2.2161833,53.4381344
-2.2153724,53.4382297
-2.2139104,53.4358272
-2.2145044,53.435821
-2.2157897,53.439185
-2.2155565,53.4387426
-2.2162485,53.438305
-2.2163846,53.4386422
-2.2147023,53.4383218
-2.2143538,53.4413
-2.3173716,53.4310656
-2.3164169,53.4311033
-2.3154411,53.4310665
-2.3162946,53.4323358
-2.313753,53.4308799
-2.3227376,53.4269032
-2.3217779,53.4265019
-2.3207508,53.4260724
-2.3200721,53.4257532
-2.3197062,53.4258448
-2.3194463,53.4247035
-2.3203288,53.4248661
-2.3214557,53.4249905
-2.3243793,53.425502
-2.3224507,53.4263092
-2.3166946,53.4248441
-2.3154458,53.4250434
-2.3148486,53.4251426
-2.3141859,53.4252455
-2.3138134,53.4253095
-2.3125938,53.4255081
-2.3150231,53.4234241
-2.3136499,53.4229942
-2.3149028,53.42652
-2.3211995,53.4276061
-2.3198043,53.4269674
-2.3194357,53.426829
-2.31916,53.426728
-2.3222405,53.4266953
-2.3249205,53.4278684
-2.3071472,53.4460112
-2.3068997,53.4459587
-2.3239735,53.4286899
-2.3268715,53.4300413
-2.3292334,53.4293579
-2.3286843,53.4288307
-2.3267697,53.4289805
-2.3284872,53.4280472
-2.329969,53.4298427
-2.3301588,53.4300407
-2.3305408,53.4305437
-2.3242121,53.4304309
-2.3181779,53.4280342
-2.3167869,53.4293343
-2.3186805,53.4300151
-2.3190936,53.4295959
-2.3196012,53.4291536
-2.3200728,53.4287094
-2.318646,53.4275854
-2.3281884,53.4263314
-2.3262161,53.4268212
-2.3215291,53.4288806
-2.3223892,53.4281227
-2.3162268,53.4291949
-2.322296,53.423039
